Unicode	input code	full code
17BAF	curx	cburx
17BB0	cuvhj	cbuvhqj
17BB1	cuvcr	cbuvcr
17BB2	cumet	cbumlebt
17BB3	cumxx	cbumxx
17BB4	cutlx	cbutlx
17BB5	cusgp	cbusgp
17BB6	cudmn	cbudmxnn
17BB7	cuzf	cbuzf
17BB8	cuvhe	cbuvhhlne
17BB9	cuqjr	cbuqjmr
17BBA	cumxx	cbumxlx
17BBB	cumst	cbumshhbt
17BBC	cutcx	cbutcx
17BBD	cusap	cbusap
17BBE	cuwxa	cbuwxa
17BBF	cujlu	cbujlwbwu
17BC0	cumet	cbumlehhbt
17BC1	cumek	cbumlerk
17BC2	cuhtb	cbuhhbtwb
17BC3	cusbl	cbusbal
17BC4	cunjo	cbuntjvbo
17BC5	cubjb	cbubqjmsb
17BC6	cuxyx	cbuxysx
17BC7	cucsu	cbucswbwu
17BC8	cunjx	cbuntjsx
17BC9	cuhkt	cbuhqkhhbt
17BCA	cutje	cbutjme
17BCB	cusxb	cbusxlymb
17BCC	cuhtw	cbuhhbtsyw
17BCD	cutje	cbutjye
17BCE	cusma	cbusmala
17BCF	cuhqa	cbuhqmbua
17BD0	fvvnl	fvvnll
17BD1	fvmu	fvmbu
17BD2	ftsnn	fvsbtsnn
17BD3	fqw	fvmbqw
17BD4	fv	fv
17BD5	fr	fr
17BD6	fmbu	fmbtmu
17BD7	fme	fme
17BD8	fbyb	fbyb
17BD9	frx	frx
17BDA	fcsb	fcscb
17BDB	frxp	frxp
17BDC	fcxe	fcxye
17BDD	frxe	frxme
17BDE	ckp	ckp
17BDF	ckxi	ckxi
17BE0	ckmbu	ckmbtmu
17BE1	ckme	ckme
17BE2	ckrx	ckrx
17BE3	ckcsb	ckcscb
17BE4	ckrxp	ckrxp
17BE5	ckrxe	ckrxme
17BE6	csmu	csmbtu
17BE7	cslmp	cslmbp
17BE8	cslxp	cslxp
17BE9	cso	cso
17BEA	csy	csy
17BEB	csmbt	csmbt
17BEC	csa	csa
17BED	cscs	cscs
17BEE	cssb	cssb
17BEF	cssp	cssp
17BF0	csla	csla
17BF1	csfd	csfd
17BF2	cssbl	cssbl
17BF3	cssx	cssx
17BF4	cslyx	cslyx
17BF5	cshle	cshhlne
17BF6	csybw	csybw
17BF7	csclx	csclx
17BF8	cscsb	cscsb
17BF9	csrx	csrx
17BFA	cssa	cssa
17BFB	csmet	csmlebt
17BFC	csmeu	csmlebtu
17BFD	cslyw	cslybw
17BFE	cslsa	cslsa
17BFF	csnta	csnta
17C00	csqja	csqja
17C01	csmce	csmce
17C02	csntu	csntsbu
17C03	cscxo	csclxo
17C04	csyay	csylay
17C05	csyap	csylasp
17C06	cso	cso
17C07	cssnn	cssnn
17C08	csos	csos
17C09	cswx	cswx
17C0A	csydu	csydqu
17C0B	csksy	csksy
17C0C	cshht	cshhbt
17C0D	csqjs	csqjs
17C0E	csysa	csysa
17C0F	skamu	skambqu
17C10	skasw	skasyw
17C11	dkntm	djkntntm
17C12	sblp	sblp
17C13	sba	sba
17C14	sbxnn	sbxnn
17C15	sbcll	sbcll
17C16	sbal	sbal
17C17	sbz	sbz
17C18	sblsx	sblsx
17C19	sbxo	sbxo
17C1A	sbxip	sbxip
17C1B	sbclx	sbclx
17C1C	sbfjq	sbfjdq
17C1D	sblhk	sblhqk
17C1E	sbao	sbao
17C1F	sbxy	sbxy
17C20	sbntb	sbntmb
17C21	sbqjp	sbqjsp
17C22	sbywp	sbybwp
17C23	sbtln	sbtlxnn
17C24	sbazq	sbazq
17C25	sbxrx	sbxrx
17C26	sbati	sbatpi
17C27	sbzsq	sbzsq
17C28	sbalu	sbalfbtu
17C29	sbyww	sbybwsyw
17C2A	suybp	sbuybp
17C2B	skxsb	skxsb
17C2C	skxal	skxal
17C2D	ssbxx	ssbxlx
17C2E	ssllu	ssllmbatbtu
17C2F	sslsn	sslsnn
17C30	ssss	ssss
17C31	ssybu	ssybtu
17C32	sssr	sssr
17C33	sslsx	sslsx
17C34	sscbu	sscbqu
17C35	ssmzb	ssmzjb
17C36	ssmtb	ssmlebtmsb
17C37	nqbun	nqbunnn
17C38	nqmw	nqmw
17C39	nqlnq	nqlnq
17C3A	nqyx	nqyx
17C3B	nqcx	nqcx
17C3C	nqczl	nqczll
17C3D	nqwbu	nqwbwu
17C3E	nqme	nqme
17C3F	nqlcx	nqlcx
17C40	nqrx	nqrx
17C41	nqzp	nqzp
17C42	nqybo	nqybuo
17C43	nqcxp	nqcxp
17C44	nqrxp	nqrxp
17C45	nqamw	nqamww
17C46	nqxxo	nqxxo
17C47	nqcxi	nqcxjpi
17C48	nqcxq	nqcxnq
17C49	nqacu	nqacbqu
17C4A	nqfua	nqfmbua
17C4B	nqfma	nqfmbua
17C4C	nqzrx	nqzrx
17C4D	nqrxe	nqrxmlne
17C4E	ntb	ntb
17C4F	ntmle	ntmle
17C50	ntbqu	ntbqu
17C51	ntss	ntss
17C52	ntydu	ntydqu
17C53	ntxs	ntxs
17C54	ntsvs	ntsnvs
17C55	ntlxp	ntlxp
17C56	nttx	nttx
17C57	ntvbx	ntvbx
17C58	ntewl	ntewll
17C59	ntwua	ntwua
17C5A	ntmbi	ntmbxi
17C5B	ntmbn	ntmbxnn
17C5C	ntllm	ntlltjm
17C5D	nthll	nthllwll
17C5E	ntax	ntax
17C5F	ntxib	ntximb
17C60	ntclr	ntcllr
17C61	ntsz	ntsz
17C62	ntfz	ntfz
17C63	ntsnb	ntsnb
17C64	ntvtx	ntvtx
17C65	ntean	nteannn
17C66	ntwba	ntwba
17C67	ntmtb	ntmbtsb
17C68	ntllr	ntllxr
17C69	ntllx	ntllclx
17C6A	ntllp	ntllsbp
17C6B	ntbwn	ntbwxnn
17C6C	nthts	nthbtos
17C6D	ntawb	ntawb
17C6E	ntamx	ntamx
17C6F	ntaxi	ntaxi
17C70	ntaxn	ntaxnnn
17C71	ntclt	ntcllmbt
17C72	ntcla	ntclla
17C73	ntcbs	ntcsbs
17C74	ntrxp	ntrxp
17C75	nteme	nteme
17C76	ntedp	ntedjkp
17C77	ntwbn	ntwbannn
17C78	ntwbx	ntwbsx
17C79	ntmwy	ntmbwy
17C7A	ntmtz	ntmbtz
17C7B	ntmbp	ntmbxip
17C7C	ntmno	ntmnbqo
17C7D	ntydx	ntydclx
17C7E	ntbwi	ntbwdjpi
17C7F	ntbar	ntbar
17C80	ntamw	ntambw
17C81	ntamu	ntambtmu
17C82	ntacl	ntaczll
17C83	ntxxo	ntxixo
17C84	ntxvi	ntxvgpi
17C85	ntxvq	ntxvydq
17C86	ntyxa	ntyxa
17C87	ntcli	ntcllmnpi
17C88	ntclp	ntcllmsp
17C89	ntclx	ntcllsx
17C8A	ntcuy	ntcbuxy
17C8B	ntfda	ntfda
17C8C	ntzda	ntzda
17C8D	ntmqw	ntmbqbw
17C8E	ntmzp	ntmbzp
17C8F	ntmbw	ntmbsyw
17C90	ntyqi	ntydqai
17C91	ntbwb	ntbwlb
17C92	nthel	nthhlnewll
17C93	ntahe	ntahhlne
17C94	ntarx	ntarx
17C95	ntxvb	ntxvcb
17C96	ntyex	ntyerx
17C97	ntclw	ntclllbw
17C98	ntcxq	ntcxlnq
17C99	ntclx	ntczllyx
17C9A	ntgxl	ntgxlhol
17C9B	ntgxa	ntgxla
17C9C	ntwbo	ntwbao
17C9D	ntwbp	ntwbyxp
17C9E	nthla	nthllwba
17C9F	ntaoz	ntaoz
17CA0	ntama	ntamba
17CA1	ntalb	ntalfjb
17CA2	ntzak	ntzak
17CA3	ntclx	ntcllmxx
17CA4	ntcxw	ntclxbw
17CA5	ntrxb	ntrxnqb
17CA6	ntsma	ntsmbtma
17CA7	ntmta	ntmbttja
17CA8	ntmwa	ntmbwnta
17CA9	ntmhw	ntmholsyw
17CAA	ntydd	ntydtjfd
17CAB	nthwx	nthwylx
17CAC	ntalq	ntalzdq
17CAD	ntclb	ntclltmqb
17CAE	ntfwr	ntfbwyr
17CAF	ntrxe	ntrxhhlne
17CB0	ntgxx	ntgxlrx
17CB1	ntmxi	ntmxxtpi
17CB2	ntybo	ntymbzo
17CB3	ntyxz	ntyxmbz
17CB4	ntnxp	ntntxtjp
17CB5	ntemj	ntemlebttj
17CB6	nthtp	nthhbtntmbp
17CB7	ntary	ntarbty
17CB8	ntnlu	ntntclltbtu
17CB9	ntftx	ntftsdsx
17CBA	ntxia	ntxifgba
17CBB	ntrxa	ntrxmbwa
17CBC	ntrxi	ntrxntgpi
17CBD	ntlrx	ntlrtjxgx
17CBE	fss	fss
17CBF	gfgx	gfgx
17CC0	gfsox	gfsox
17CC1	gfsmb	gfsmzjb
17CC2	gfnlp	gfnllwxp
17CC3	nlsp	nlllsp
17CC4	nlmsp	nlllmsp
17CC5	nlydu	nlllydqu
17CC6	nlclx	nlllclx
17CC7	nlao	nlllao
17CC8	nlmxa	nlllmxa
17CC9	nllsx	nlllsx
17CCA	nllwp	nlllwsp
17CCB	nllmx	nlllmsx
17CCC	nllcx	nlllclx
17CCD	nlhts	nlllhhbts
17CCE	nllcw	nlllcmbw
17CCF	nllna	nlllnta
17CD0	nllta	nllltja
17CD1	fdmsi	fdmsi
17CD2	fda	fda
17CD3	fdfd	fdfd
17CD4	fdclx	fdclx
17CD5	fdxa	fdxa
17CD6	fdmua	fdmbua
17CD7	nxl	nxl
17CD8	nxs	nxs
17CD9	nxvd	nxvd
17CDA	nxlb	nxlb
17CDB	nxy	nxy
17CDC	nxmbt	nxmbt
17CDD	nxjpi	nxjpi
17CDE	nxcll	nxcll
17CDF	nxcs	nxcs
17CE0	nxsp	nxsp
17CE1	nxw	nxw
17CE2	nxmbu	nxmbtmu
17CE3	nxlmr	nxlmr
17CE4	nxlnx	nxlnx
17CE5	nxz	nxz
17CE6	nxrk	nxrk
17CE7	nxczl	nxczll
17CE8	nxhle	nxhhlne
17CE9	nxtpi	nxtpi
17CEA	nxclp	nxcllp
17CEB	nxrx	nxrx
17CEC	nxsbw	nxsbw
17CED	nxfgb	nxfgb
17CEE	nxmwt	nxmbwydt
17CEF	nxmwk	nxmbwrk
17CF0	nxnai	nxntatpi
17CF1	nqy	nnqy
17CF2	nqydu	nnqydqu
17CF3	nqla	nnqla
17CF4	nqwbs	nnqwbs
17CF5	nqbua	nnqbua
17CF6	nqlsx	nnqlsx
17CF7	nqclx	nnqclx
17CF8	nqrx	nnqrx
17CF9	nqlrx	nnqlrx
17CFA	nqxy	nnqxy
17CFB	nqsto	nnqsbto
17CFC	nqrko	nnqrko
17CFD	nla	nnllla
17CFE	nlsp	nnlllsp
17CFF	nlnnl	nnlllnnlll
17D00	nlydu	nnlllydqu
17D01	nlsmb	nnlllsmb
17D02	nlzq	nnlllzq
17D03	nlwbu	nnlllwbwu
17D04	nlxx	nnlllxx
17D05	nlckk	nnlllckk
17D06	nlsgp	nnlllsgp
17D07	nltao	nnllltao
17D08	sblz	sblz
17D09	sbxx	sbxx
17D0A	sbyxp	sbyxp
17D0B	fdp	fjdp
17D0C	fdla	fjdla
17D0D	zlvo	zlvo
17D0E	zlvt	zlvhhbt
17D0F	vdnnn	vdnnnn
17D10	vdy	vdy
17D11	vdbqu	vdbqu
17D12	vda	vda
17D13	vdnq	vdnq
17D14	vdnx	vdnx
17D15	vdgjo	vdgjo
17D16	vdyx	vdyx
17D17	vdwa	vdwa
17D18	vdxx	vdxx
17D19	vdrx	vdrx
17D1A	vdsbw	vdsbw
17D1B	vdmxg	vdmxg
17D1C	vdlrx	vdlrx
17D1D	vdtjq	vdtjnq
17D1E	vdaa	vdaa
17D1F	vdxzq	vdxzq
17D20	vdcxl	vdclxll
17D21	vdntu	vdntsbu
17D22	vdzcx	vdzcx
17D23	vdadi	vdadjpi
17D24	vdzcw	vdzcmbw
17D25	vxmnk	vxmnk
17D26	vxvmt	vxvmbt
17D27	vxvls	vxvlms
17D28	vxvhl	vxvhol
17D29	vxvxl	vxvxl
17D2A	vxcmw	vxcmbw
17D2B	vxllp	vxllsbp
17D2C	vxyxx	vxyxcx
17D2D	vxsbi	vxsbtpi
17D2E	vxzfi	vxzftpi
17D2F	mjvd	mtjvd
17D30	mjlb	mtjlb
17D31	mjnx	mtjnx
17D32	mjxp	mtjxp
17D33	mjnlj	mtjnlqj
17D34	mjnbn	mtjnqbnnn
17D35	mjxlx	mtjxlx
17D36	mjetx	mtjetx
17D37	mjmmp	mtjmtjmp
17D38	mjlgt	mtjlgydt
17D39	mjxbx	mtjxbx
17D3A	mjxxp	mtjxxp
17D3B	mjzms	mtjzms
17D3C	mjte	mtjte
17D3D	mjclu	mtjcllsbu
17D3E	mjrql	mtjrlql
17D3F	mjnxl	mtjnxcll
17D40	mjnxw	mtjnxw
17D41	mjzlx	mtjzlllx
17D42	mjgao	mtjgao
17D43	mjgcp	mtjgcbp
17D44	mjtjl	mtjtjal
17D45	mjoxg	mtjoxlg
17D46	mjmtl	mtjmbtal
17D47	mjmbn	mtjmbyxnnn
17D48	mjmbb	mtjmbfmb
17D49	mjmbw	mtjmbsbw
17D4A	mjmxx	mtjmxlmx
17D4B	mjyqn	mtjydqxnn
17D4C	mjala	mtjala
17D4D	mjaz	mtjaz
17D4E	mjxba	mtjxba
17D4F	mjclp	mtjcllmsp
17D50	mjnbr	mtjnqbmr
17D51	mjnlq	mtjnnlllzq
17D52	mjzln	mtjzlllxnn
17D53	mjema	mtjemba
17D54	mjema	mtjemba
17D55	mjwbp	mtjwbap
17D56	mjwsx	mtjwsydx
17D57	mjmtu	mtjmbttbtu
17D58	mjmbp	mtjmbyxp
17D59	mjnke	mtjnklmlne
17D5A	mjllo	mtjlltjo
17D5B	mjafq	mtjafjdq
17D5C	mjxga	mtjxga
17D5D	mjzal	mtjzal
17D5E	mjxia	mtjxiba
17D5F	mjsvn	mtjsnvasnn
17D60	mjnbi	mtjnqbdjpi
17D61	mjvja	mtjvhqja
17D62	mjwsw	mtjwscmbw
17D63	mjlgg	mtjlgag
17D64	mjssp	mtjsslxp
17D65	mjama	mtjamba
17D66	mjayp	mtjayxp
17D67	mjxxw	mtjxxmbw
17D68	mjzll	mtjzlal
17D69	mjztx	mtjztx
17D6A	mjxtb	mtjxtmqb
17D6B	mjras	mtjroams
17D6C	mjcsa	mtjcsnta
17D6D	mjnxw	mtjnxcmbw
17D6E	mjara	mtjaroa
17D6F	mjfxy	mtjfgxy
17D70	mjnxe	mtjnxte
17D71	mjnqa	mtjntclqa
17D72	mjnlu	mtjntclltbtu
17D73	mjesa	mtjesmala
17D74	wtlsb	wbtlsb
17D75	wthqk	wbthqk
17D76	wtfmb	wbtfmb
17D77	wtnjk	wbtntjnk
17D78	wtnxp	wbtntjmxp
17D79	gbsyl	gbsyxl
17D7A	qbntl	qbntcll
17D7B	wxmnk	wxmnk
17D7C	wxsd	wxsd
17D7D	wxa	wxa
17D7E	wxxi	wxxi
17D7F	wxsp	wxsp
17D80	wxz	wxz
17D81	wxyx	wxyx
17D82	wxfd	wxfd
17D83	wxrk	wxrk
17D84	wxlyx	wxlyx
17D85	wxlsx	wxlsx
17D86	wxba	wxba
17D87	wxfjb	wxfjb
17D88	wxclx	wxclx
17D89	wxcbw	wxcbw
17D8A	wxlti	wxltpi
17D8B	wxczl	wxczlll
17D8C	wxssl	wxssbl
17D8D	wxsyw	wxsyw
17D8E	wxsda	wxsda
17D8F	wxsmq	wxsmsq
17D90	wxntb	wxntwb
17D91	wxtjb	wxtjtb
17D92	wxtjx	wxtjsx
17D93	wxmua	wxmbua
17D94	wxatb	wxatb
17D95	wxmxi	wxmxxtpi
17D96	wxtoa	wxtooba
17D97	mgnlq	mlgnlq
17D98	mgtln	mlgtlxnn
17D99	mqa	mlqa
17D9A	mqmzl	mlqmzl
17D9B	mqmju	mlqmtjbtu
17D9C	sstjm	sstjm
17D9D	nqtjm	nlqtjm
17D9E	cxtjm	clxtjm
17D9F	nktjm	ntnktjm
17DA0	aatjm	aatjm
17DA1	rxtjm	rkxtjm
17DA2	nqtjm	nlllnqtjm
17DA3	axtjm	ayxtjm
17DA4	natjm	nlqatjm
17DA5	nxtjm	nlllsxtjm
17DA6	nktjm	nxrktjm
17DA7	altjm	alaltjm
17DA8	aztjm	alztjm
17DA9	abtjm	aiymbtjm
17DAA	fatjm	fssatjm
17DAB	eqtjm	esdnqtjm
17DAC	aztjm	almztjm
17DAD	rutjm	rxydqutjm
17DAE	setjm	sxwlnetjm
17DAF	cptjm	cbasptjm
17DB0	aitjm	asbtpitjm
17DB1	ttcx	ttcx
17DB2	ttsx	ttsx
17DB3	ttydx	ttydx
17DB4	ttmbe	ttmbmle
17DB5	ttmel	ttmlnell
17DB6	ttxmt	ttxmbt
17DB7	ttxbu	ttxbqu
17DB8	ttfa	ttfa
17DB9	ttmbe	ttmbme
17DBA	ttmer	ttmleyr
17DBB	ttayr	ttayr
17DBC	ttxhk	ttxhqk
17DBD	ttxzb	ttxzlb
17DBE	ttybk	ttybrk
17DBF	ttcsp	ttcmsyp
17DC0	ttsvx	ttsnvzx
17DC1	ttfzp	ttfzp
17DC2	ttmew	ttmlnemw
17DC3	ttmgo	ttmxgbo
17DC4	ttbqx	ttbqclx
17DC5	ttalx	ttalsx
17DC6	ttrxd	ttrxmbd
17DC7	ttrxl	ttrxsnvl
17DC8	ttsxw	ttsxbw
17DC9	ttalp	ttalwsp
17DCA	ttsxl	ttsxmlxl
17DCB	ttsxm	ttsxmbmtm
17DCC	ttsxx	ttsxclx
17DCD	ttmgx	ttmxgsx
17DCE	ttrxo	ttrtjxo
17DCF	ttrxx	ttrxclx
17DD0	ttswa	ttsywha
17DD1	ttrxp	ttrxcmsp
17DD2	ttsxu	ttsxlltbtu
17DD3	ttsxu	ttsxllrbtu
17DD4	ttsxl	ttsxtmxl
17DD5	ttnqa	ttntclqa
17DD6	ttmgp	ttmxgtmsp
17DD7	ttsxm	ttsxsxtjm
17DD8	mbyb	mbyb
17DD9	mblsx	mblsx
17DDA	mbsqb	mbsqb
17DDB	mbcst	mbcsbt
17DDC	mbsyw	mbsyw
17DDD	mbnta	mbnta
17DDE	mbmmt	mbmtjmbt
17DDF	mbszp	mbszp
17DE0	muwll	mbuwll
17DE1	mua	mbua
17DE2	mufmb	mbufmb
17DE3	murx	mburx
17DE4	mqp	mbqp
17DE5	mqa	mbqa
17DE6	mqbw	mbqbw
17DE7	mqba	mbqba
17DE8	mqcbw	mbqcbw
17DE9	mqcbu	mbqcbqu
17DEA	mqsa	mbqsa
17DEB	mqasx	mbqasx
17DEC	mws	mbws
17DED	mwp	mbwp
17DEE	mwo	mbwo
17DEF	mwmle	mbwmle
17DF0	mwa	mbwa
17DF1	mwcs	mbwcs
17DF2	mwnq	mbwnq
17DF3	mwnx	mbwnx
17DF4	mwmbw	mbwmbw
17DF5	mwmsb	mbwmsb
17DF6	mwbw	mbwbw
17DF7	mwyr	mbwyr
17DF8	mwsmb	mbwsmb
17DF9	mwsx	mbwsx
17DFA	mwsdu	mbwsdqu
17DFB	mwlmw	mbwlmbw
17DFC	mwlla	mbwlla
17DFD	mwlyx	mbwlyx
17DFE	mwxx	mbwxx
17DFF	mwclx	mbwclx
17E00	mwcbu	mbwcbqu
17E01	mwrx	mbwrx
17E02	mwrkl	mbwrkl
17E03	mwmeu	mbwmlebtu
17E04	mwllk	mbwllrk
17E05	mwxa	mbwxa
17E06	mwnta	mbwnta
17E07	mwnlr	mbwnnlllr
17E08	mwxmu	mbwxmbqu
17E09	mwclj	mbwcllqj
17E0A	mwrxp	mbwrxp
17E0B	mwntm	mbwntntm
17E0C	mwnap	mbwntap
17E0D	mwnln	mbwnnlllmxnn
17E0E	mwrxi	mbwrxhpi
17E0F	mwrxq	mbwrxnq
17E10	mwnlx	mbwnnlllxx
17E11	mwrxe	mbwrxhhlne
17E12	mwsma	mbwsmala
17E13	mwnaw	mbwntambw
17E14	mwami	mbwatjmdjpi
17E15	mbtu	mbtmu
17E16	mma	mbtma
17E17	mmqll	mbtmqll
17E18	mmmsb	mbtmmsb
17E19	mmllq	mbtmllq
17E1A	mmfvo	mbtmfvo
17E1B	mmsbp	mbtmsbp
17E1C	mmtmb	mbtmtmqb
17E1D	mmsbl	mbtmsbcll
17E1E	mmclb	mbtmcllmsb
17E1F	mua	mbtmua
17E20	mumsb	mbtmumsb
17E21	mell	mlnell
17E22	meo	mlneo
17E23	meyo	mlneyo
17E24	menw	mlnenw
17E25	metal	mlnetal
17E26	maa	maa
17E27	manw	manw
17E28	mazl	mazlll
17E29	mawbw	mawbw
17E2A	maba	maba
17E2B	matbu	matbtu
17E2C	matpi	matpi
17E2D	matto	mattbo
17E2E	maxal	maxal
17E2F	masyl	masyxl
17E30	masha	mashba
17E31	maybw	maymbmw
17E32	mayba	maymbsa
17E33	manxi	mantxtpi
17E34	mlmjp	mxlmtjxp
17E35	mlfbq	mxlfmbfjdq
17E36	msa	mcsa
17E37	mscsw	mcscsbw
17E38	msmjx	mcsmtjydx
17E39	mba	msba
17E3A	mbhpi	msbhpi
17E3B	mbmxl	msbmxl
17E3C	mbmxn	msbmxnn
17E3D	mbyr	msbyr
17E3E	mbyx	msbyx
17E3F	mbwbw	msbwbw
17E40	mbmsx	msbmsx
17E41	mbtx	msbtx
17E42	mbsbp	msbsbp
17E43	mbesd	msbesd
17E44	mbmzl	msbmzl
17E45	mbtw	msbtw
17E46	mbssl	msbssbl
17E47	mbsyw	msbsyw
17E48	mbtnq	msbtnlq
17E49	mbrko	msbrko
17E4A	mbmjl	msbmtjal
17E4B	mbati	msbatpi
17E4C	mbsxi	msbsxtpi
17E4D	mlsnn	mnlllsnn
17E4E	mla	mnllla
17E4F	mlmbw	mnlllmbw
17E50	mlz	mnlllz
17E51	mlcsi	mnlllcsi
17E52	mlsbl	mnlllsbl
17E53	mlme	mnlllme
17E54	mlsxp	mnlllsxp
17E55	mlzdq	mnlllzdq
17E56	mlza	mnlllza
17E57	mllsw	mnllllsbw
17E58	mltmp	mnllltmsp
17E59	mlmrp	mnlllmrxp
17E5A	mxa	mvxa
17E5B	mxabu	mvxabu
17E5C	lja	lgja
17E5D	ljmzl	lgjmzl
17E5E	ljhqk	lqjhqk
17E5F	ljtr	lqjtr
17E60	ljcsp	lqjcsp
17E61	ljwnb	lqjwnqb
17E62	ljmzl	lqjmzmlll
17E63	ljnta	lqjnta
17E64	ljmce	lqjmce
17E65	ljabu	lqjabu
17E66	ljroa	lqjroa
17E67	ljmua	lqjmbua
17E68	ljayb	lqjaymb
17E69	ljcsx	lqjcsyx
17E6A	ljcse	lqjcshhlne
17E6B	ljcsx	lqjcsslx
17E6C	ljrju	lqjrtjbtmmu
17E6D	ydqu	ydqu
17E6E	yqo	ydqo
17E6F	yqmle	ydqmle
17E70	yqxi	ydqxi
17E71	yqxnn	ydqxnn
17E72	yqnll	ydqnlll
17E73	yqsp	ydqsp
17E74	yqgb	ydqgb
17E75	yqai	ydqai
17E76	yqdji	ydqdjpi
17E77	yqzll	ydqzlll
17E78	yqap	ydqap
17E79	yqcws	ydqcws
17E7A	yqfjb	ydqfjb
17E7B	yqrx	ydqrx
17E7C	yqzp	ydqzp
17E7D	yqntb	ydqntmb
17E7E	yqzf	ydqzf
17E7F	yqtja	ydqtja
17E80	yqaio	ydqaio
17E81	yqxvy	ydqxvy
17E82	yqmua	ydqmbua
17E83	yqrtx	ydqrttlx
17E84	bjwwp	bqjwwbp
17E85	bxymq	bxymdq
17E86	hjhla	hqjhlla
17E87	hwsp	hwsp
17E88	hwclx	hwclx
17E89	kymr	ksymr
17E8A	kyla	ksyla
17E8B	kyme	ksyme
17E8C	kyxxp	ksyxxp
17E8D	kysxa	ksysxa
17E8E	kyrxq	ksyrxnq
17E8F	kyaia	ksyainta
17E90	hlla	hhllla
17E91	hllmb	hhlllmsb
17E92	hllyx	hhlllyx
17E93	hllrk	hhlllrk
17E94	hllnx	hhlllnkx
17E95	hts	hhbts
17E96	htls	hhbtls
17E97	htnnj	hhbtnnj
17E98	hty	hhbty
17E99	htmnk	hhbtmnk
17E9A	htydt	hhbtydt
17E9B	htb	hhbtb
17E9C	htcs	hhbtcs
17E9D	htnx	hhbtnx
17E9E	htsp	hhbtsp
17E9F	htvnl	hhbtvnll
17EA0	htmle	hhbtmlne
17EA1	htla	hhbtla
17EA2	htbw	hhbtbw
17EA3	htybl	hhbtybl
17EA4	htyx	hhbtyx
17EA5	htfd	hhbtfd
17EA6	htcsi	hhbtcsi
17EA7	htzq	hhbtzq
17EA8	htzx	hhbtzx
17EA9	hteo	hhbteo
17EAA	htme	hhbtme
17EAB	htmst	hhbtmsbt
17EAC	htsdu	hhbtsdqu
17EAD	htlmw	hhbtlmw
17EAE	htltj	hhbtltj
17EAF	hthhw	hhbthhbw
17EB0	hthle	hhbthhlne
17EB1	hthqk	hhbthqk
17EB2	htain	hhbtainnn
17EB3	htymx	hhbtymx
17EB4	httpi	hhbttpi
17EB5	htfmb	hhbtfmb
17EB6	htfbu	hhbtfbtu
17EB7	htrx	hhbtrx
17EB8	htslu	hhbtslbtu
17EB9	htsbw	hhbtsbw
17EBA	htsbo	hhbtsbo
17EBB	htsxi	hhbtsxi
17EBC	htnjl	hhbtnqjl
17EBD	htnqp	hhbtnqp
17EBE	htsy	hhbtsy
17EBF	htfjq	hhbtfjdq
17EC0	htix	hhbtix
17EC1	htmbp	hhbtmbp
17EC2	htmeu	hhbtmlebtu
17EC3	htlld	hhbtllfd
17EC4	htaol	hhbtaol
17EC5	htax	hhbtax
17EC6	htyyq	hhbtyydq
17EC7	htyyu	hhbtyydqu
17EC8	htyz	hhbtyz
17EC9	httqp	hhbttqp
17ECA	httlx	hhbttlx
17ECB	htcmw	hhbtcmbw
17ECC	htce	hhbtce
17ECD	htfdq	hhbtfdq
17ECE	htsyw	hhbtsyw
17ECF	htsva	hhbtsnva
17ED0	htntk	hhbtntnk
17ED1	htnqp	hhbtnlqp
17ED2	htwwp	hhbtwwbp
17ED3	htmxa	hhbtmxa
17ED4	htlsw	hhbtlsbw
17ED5	htowu	hhbtowbwu
17ED6	htaa	hhbtaa
17ED7	htaa	hhbtaa
17ED8	htanx	hhbtanx
17ED9	httmb	hhbttmqb
17EDA	httle	hhbttlmle
17EDB	htcxp	hhbtclxp
17EDC	htcsb	hhbtcscb
17EDD	htsmq	hhbtsmsq
17EDE	htsxo	hhbtsxo
17EDF	htntb	hhbtntwb
17EE0	htntu	hhbtntsbu
17EE1	htzox	hhbtzox
17EE2	htmrp	hhbtmrxp
17EE3	htocp	hhbtocxp
17EE4	hthqx	hhbthqyx
17EE5	httbo	hhbttmqbo
17EE6	httlp	hhbttlxp
17EE7	htfbo	hhbtfmbo
17EE8	htsmp	hhbtsmmnkp
17EE9	htsmu	hhbtsmcnbtu
17EEA	htsmn	hhbtsmnqbnnn
17EEB	htnbp	hhbtntmbp
17EEC	htnjw	hhbtntjhbw
17EED	htmjp	hhbtmtjxp
17EEE	httjx	hhbttjgx
17EEF	httsx	hhbttsbx
17EF0	httax	hhbttax
17EF1	httzp	hhbttzlllp
17EF2	htcxz	hhbtcxz
17EF3	htntq	hhbtntclq
17EF4	httja	hhbttjsnva
17EF5	htmux	hhbtmbuclx
17EF6	hthlw	hhbthhllsyw
17EF7	httlk	hhbttlgrk
17EF8	htnau	hhbtntambtmu
17EF9	htnkm	hhbtntnktjm
17EFA	htrxb	hhbtrxfgb
17EFB	htnxe	hhbtntsxhhlne
17EFC	halg	halg
17EFD	hawbu	hawbwu
17EFE	hamzb	hamzjb
17EFF	halru	halrbtu
17F00	hasgp	hasgp
17F01	hallo	hallntjbo
17F02	haeml	haemtjcll
17F03	al	al
17F04	almo	almo
17F05	alsnn	alsnn
17F06	aly	aly
17F07	almx	almx
17F08	ala	ala
17F09	alcs	alcs
17F0A	alsp	alsp
